Y,X1,X2
0,0.573593163,0.508027758
0,0.801199569,0.287912012
0,0.03753953,0.361812324
1,0.848297042,0.953602832
0,0.363490528,0.863313758
1,0.87747807,0.476195227
0,0.793100463,0.103392933
1,0.672256414,0.461098367
0,0.375447148,0.406160545
0,0.093586867,0.001134421
0,0.174709039,0.224450018
1,0.912187575,0.539490758
0,0.514119302,0.632694604
0,0.2977819,0.949771386
0,0.401238266,0.795607476
0,0.327077308,0.272017627
0,0.893440048,0.149559285
1,0.988885007,0.39963178
0,0.423669242,0.697020398
0,0.297112073,0.115667287
1,0.599965529,0.791702506
0,0.260921337,0.916383528
0,0.421865734,0.625531271
0,0.503298623,0.397777963
0,0.275785369,0.555116108
0,0.41154289,0.568134243
0,0.405168803,0.382245938
0,0.298672025,0.269705815
0,0.384798065,0.336965844
0,0.38927078,0.895651445
1,0.592348895,0.674573769
0,0.629329687,0.284097394
0,0.97580606,0.066797538
0,0.184975471,0.598901482
0,0.642986415,0.333401607
0,0.497758977,0.338518208
0,0.321964128,0.670486739
0,0.828016298,0.201034233
0,0.230988654,0.908176409
0,0.547033518,0.311247382
0,0.764521174,0.108416218
0,0.02913921,0.81305462
0,0.675805043,0.161275606
0,0.420044653,0.312688615
0,0.573640922,0.011957441
0,0.232754282,0.395811972
0,0.471422753,0.009845533
1,0.585046266,0.90296988
1,0.859308128,0.854831559
1,0.997505624,0.782720525
0,0.395372104,0.674435509
1,0.951055062,0.993374391
0,0.429862434,0.07104308
0,0.203544071,0.795650911
0,0.418897814,0.354451773
0,0.792612277,0.335855412
1,0.742187237,0.718681373
0,0.587696296,0.340922127
0,0.201506376,0.957318827
0,0.234824179,0.029462257
0,0.34360165,0.790029922
0,0.155630939,0.203948581
0,0.738358883,0.094773358
0,0.333247352,0.191391734
0,0.773146179,0.018023182
1,0.746049951,0.892675267
1,0.934215806,0.561522474
0,0.689541736,0.027448695
1,0.755674718,0.914596676
0,0.531731572,0.512640188
0,0.237575047,0.445701621
1,0.531065874,0.723327548
1,0.926737469,0.840281635
0,0.572932157,0.121077285
0,0.333605205,0.718871928
0,0.311406703,0.845928722
0,0.332979279,0.688475198
0,0.189554669,0.871085121
0,0.234555057,0.678809322
0,0.481959888,0.492588789
0,0.265235389,0.696377708
0,0.271673761,0.218438021
0,0.042489916,0.587603329
0,0.445239962,0.598032078
0,0.651969481,0.190638791
0,0.513398864,0.612479857
1,0.811184427,0.363247073
0,0.257610127,0.394141643
0,0.325695194,0.783939449
0,0.000733552,0.842104844
1,0.959070493,0.564253336
1,0.752903903,0.713416539
0,0.54597678,0.220452995
0,0.299417693,0.315254828
1,0.834273149,0.341097917
0,0.403429628,0.535866443
0,0.180426089,0.393888001
1,0.699870469,0.904356442
0,0.293840407,0.673298206
1,0.7354318,0.512688867
1,0.790408118,0.951542716
0,0.046708921,0.028587783
0,0.655962446,0.333287945
1,0.637735312,0.506358022
0,0.359801518,0.018313237
0,0.483655486,0.48782729
