Y,X1,X2,X3,X4
0,0.150178608,0.346234819,0.593785429,0.3465553
1,0.883952142,0.672745977,0.38110131,0.883257277
0,0.005266198,0.567965536,0.00637692,0.003415416
0,0.375934372,0.777666248,0.103410064,0.597773469
0,0.176866403,0.455809508,0.236524863,0.944353396
0,0.043151234,0.398201178,0.733200358,0.3956871
1,0.130383895,0.692141679,0.92211458,0.684460634
0,0.26445189,0.067938625,0.97151407,0.21959758
1,0.58241278,0.138652511,0.754288329,0.944906827
1,0.640013794,0.335644094,0.565501586,0.546269209
0,0.554080808,0.3924805,0.228018746,0.132844093
0,0.718606333,0.680640951,0.254031803,0.149303463
0,0.37810505,0.186214924,0.562642436,0.361848259
1,0.055203996,0.804326313,0.769511061,0.450421495
0,0.020932618,0.900675513,0.365525391,0.238272039
1,0.650684411,0.746265909,0.55633215,0.089659304
0,0.044194268,0.318653652,0.925154534,0.322495113
0,0.394998162,0.589666952,0.432107629,0.044359506
1,0.531703295,0.885303917,0.354158026,0.780861106
1,0.902996038,0.235779197,0.565750576,0.539175952
0,0.18849814,0.317198967,0.038890557,0.385741039
0,0.59509997,0.42945961,0.391515814,0.474427449
0,0.431850594,0.182229556,0.152484959,0.708391367
1,0.975909569,0.741620548,0.951615125,0.120839838
1,0.055436925,0.84657854,0.614238238,0.963074087
1,0.460840788,0.932630267,0.382263263,0.8416794
1,0.754256326,0.282869108,0.961711471,0.760003984
1,0.004713887,0.711418922,0.932720797,0.504907638
0,0.044533887,0.248955331,0.266644939,0.979535156
0,0.077160274,0.671896608,0.436840876,0.615013747
0,0.067002658,0.799545709,0.45956381,0.028725786
0,0.102856033,0.429185038,0.268842162,0.090686577
1,0.740805576,0.848166095,0.547313676,0.196857473
0,0.381351487,0.721358413,0.222571621,0.025532528
1,0.879259648,0.40803927,0.367693743,0.384198484
0,0.206941126,0.307604016,0.140473594,0.809824846
0,0.090376839,0.458644804,0.140996958,0.059260901
0,0.376305462,0.326156474,0.756662146,0.36796014
0,0.013733976,0.73988127,0.353145066,0.224062684
0,0.94697745,0.481554367,0.004118853,0.065596341
0,0.356704158,0.15866274,0.697933845,0.091407676
1,0.911819801,0.055836197,0.72478717,0.888925118
0,0.598842787,0.025272963,0.427663179,0.380193446
0,0.145738663,0.911401008,0.170428214,0.190041704
1,0.662911927,0.889420862,0.377258481,0.529693266
1,0.658863439,0.36788123,0.955565291,0.547971437
0,0.901510915,0.051007471,0.806843475,0.224513839
0,0.215443795,0.499979714,0.557256197,0.664683397
1,0.347169699,0.721902952,0.622224611,0.89248983
0,0.240464728,0.538641074,0.441183322,0.029282413
0,0.033779161,0.158766684,0.258890837,0.943803207
1,0.876791161,0.74008703,0.089703847,0.77554698
1,0.863112782,0.419395344,0.202122674,0.798443112
0,0.023626991,0.362958027,0.270912456,0.782635683
1,0.121671742,0.934876161,0.898716738,0.944479026
1,0.606097552,0.725516687,0.017706553,0.816339587
1,0.869673188,0.962636017,0.456323115,0.820737594
0,0.181785555,0.374764144,0.226431412,0.343240318
0,0.153943414,0.410469003,0.079449563,0.451934187
0,0.021793977,0.025757288,0.583316151,0.209664685
1,0.731068471,0.974339737,0.266435768,0.275124047
1,0.880693742,0.823250794,0.61645696,0.319221652
1,0.792786213,0.494146361,0.557284621,0.543387735
0,0.091616432,0.778415031,0.04197383,0.282986294
0,0.290899855,0.632996208,0.363615007,0.373520685
1,0.874209974,0.487960141,0.384743463,0.889661146
0,0.527427454,0.191783919,0.360745532,0.823414874
1,0.951548211,0.785868761,0.016064091,0.974733897
0,0.576010611,0.143524389,0.588493466,0.552705257
0,0.578380999,0.386128612,0.297950709,0.577553419
1,0.730038098,0.415332527,0.26146494,0.643274393
1,0.998231177,0.93156805,0.156987039,0.658277725
1,0.614685148,0.917108685,0.150742144,0.441613895
0,0.162535145,0.425556004,0.051748682,0.956632359
1,0.62381953,0.887497379,0.884757655,0.826731161
0,0.65630778,0.713698928,0.193157962,0.275916082
1,0.937779787,0.913470837,0.886804127,0.599084124
0,0.131912247,0.172903939,0.035705644,0.225098115
1,0.164738488,0.833321608,0.932081428,0.317500897
1,0.348292559,0.628791607,0.786776854,0.492814644
1,0.745504089,0.854839504,0.193944998,0.285363591
1,0.988083468,0.898485677,0.746080032,0.794989267
1,0.599028636,0.918094457,0.193100354,0.727825405
1,0.634673016,0.923238016,0.482784764,0.598712377
0,0.099345985,0.396388794,0.82072743,0.133805287
1,0.344758772,0.928229725,0.529157791,0.292381668
1,0.782465027,0.742708667,0.513050666,0.941466945
1,0.777641505,0.585057342,0.777081785,0.303659469
0,0.511788262,0.260706356,0.494148527,0.363595512
1,0.746868784,0.929052945,0.0577545,0.559450327
1,0.800028422,0.898148418,0.379025915,0.134927142
1,0.637845893,0.533394046,0.386073566,0.890396983
1,0.993567469,0.863414291,0.742553241,0.475147116
1,0.208829693,0.973932625,0.221082709,0.943769061
0,0.307142736,0.154854187,0.426807862,0.633470168
1,0.948848094,0.244683094,0.460959317,0.705572364
1,0.309046361,0.823905239,0.325230632,0.895198118
0,0.745706928,0.037968045,0.280611141,0.408295267
1,0.168377894,0.857202946,0.817222317,0.517947153
0,0.451380241,0.258187938,0.106141511,0.000199747
0,0.572172716,0.345097742,0.342248764,0.19856875
1,0.736371607,0.286305956,0.556885835,0.803118923
0,0.132870778,0.641631376,0.293133227,0.602579252
1,0.023051518,0.776412827,0.495501018,0.785579197
0,0.229582222,0.677919113,0.233947574,0.766217102
0,0.9836524,0.08551356,0.014008666,0.504134253
1,0.886101078,0.168297051,0.830344565,0.342028636
0,0.499573449,0.594864581,0.20957914,0.552780373
0,0.576916627,0.192579482,0.147955076,0.466614338
0,0.564857218,0.254637628,0.086153629,0.018300724
1,0.869798239,0.030784872,0.805832415,0.84462475
0,0.174293958,0.551214099,0.497215019,0.158915146
1,0.961616412,0.839555967,0.588529278,0.676983843
1,0.806629936,0.621626487,0.527912988,0.5277019
1,0.788811663,0.722837917,0.649136676,0.620057143
1,0.60306543,0.846116027,0.456052922,0.709512806
1,0.694720377,0.561203704,0.791199924,0.035395655
0,0.260828744,0.446353951,0.495846709,0.587140912
0,0.495633753,0.306804967,0.113129147,0.852692754
1,0.211246794,0.358910696,0.976178917,0.466565863
0,0.501291389,0.163781539,0.247335844,0.477186659
1,0.809015359,0.174861914,0.782336357,0.459293481
0,0.697978584,0.407064352,0.649400123,0.057539423
0,0.347467121,0.631102287,0.046833572,0.5489153
0,0.691285699,0.359027167,0.078334633,0.299233737
0,0.406877411,0.066268487,0.11793743,0.296601402
1,0.699241798,0.876406712,0.618593916,0.159175035
0,0.803955586,0.001550936,0.943379437,0.24429954
1,0.986446272,0.938158159,0.632891415,0.981522364
0,0.376992834,0.437845001,0.502776488,0.159484535
1,0.650117846,0.715909656,0.885447208,0.256432195
1,0.803990702,0.921729723,0.012016336,0.545156649
0,0.139770599,0.613518071,0.180819792,0.231426567
1,0.084469528,0.651591486,0.908774561,0.831246626
0,0.01759556,0.650296603,0.58035686,0.328421829
0,0.107591422,0.19788279,0.088510366,0.954555305
1,0.383609431,0.463971541,0.598620374,0.614066374
0,0.953300337,0.246617359,0.002165264,0.114545796
1,0.112137319,0.327870565,0.989339921,0.780512356
1,0.732459459,0.729835777,0.482844633,0.710286686
0,0.548254435,0.005338036,0.22297578,0.859427548
0,0.689514831,0.542838332,0.082697388,0.008050567
1,0.742288538,0.443977975,0.654654675,0.74296773
0,0.017979973,0.176450976,0.401157814,0.060980577
0,0.610678966,0.265875872,0.530007879,0.019641647
0,0.597283863,0.249404196,0.683407565,0.345140361
1,0.71797734,0.385977723,0.851401663,0.748766463
1,0.43912911,0.777425667,0.979193431,0.157287951
0,0.024266191,0.085084747,0.543420764,0.62690079
1,0.645572539,0.658186612,0.300246018,0.569305928
0,0.151450274,0.342641721,0.40026837,0.471928769
0,0.029269219,0.183488461,0.592856196,0.114236818
0,0.386918798,0.894882471,0.336387879,0.285431516
1,0.869051919,0.68372979,0.821701596,0.155202392
1,0.726391783,0.674012498,0.330216569,0.955542756
1,0.924076083,0.45345369,0.141320501,0.526301036
0,0.016555681,0.915820941,0.119626899,0.363290419
0,0.979752266,0.027543825,0.284648913,0.229687866
1,0.791124754,0.215315788,0.954092552,0.351037952
1,0.823097951,0.16127009,0.597945284,0.431926335
0,0.478861566,0.411234864,0.355073834,0.334224038
0,0.320340101,0.367321541,0.753571813,0.381709896
0,0.477878971,0.916897782,0.315177263,0.211993313
1,0.557193095,0.380154913,0.897150366,0.937872673
1,0.434587332,0.680172787,0.71380311,0.971811286
1,0.66165379,0.070437812,0.765763094,0.999537525
1,0.067015855,0.54155161,0.92874778,0.589401354
1,0.757689915,0.581124842,0.221944016,0.838507362
0,0.235930823,0.803686632,0.303710165,0.198608897
1,0.452775815,0.325428875,0.954874452,0.690064511
0,0.353237822,0.384762464,0.563748495,0.482501676
0,0.916337648,0.207949324,0.086841636,0.72090455
1,0.83452444,0.609781547,0.452101343,0.578400992
1,0.591671153,0.913192847,0.309312394,0.320874144
0,0.873436282,0.208413367,0.445946956,0.468098069
0,0.02293036,0.146004739,0.756119253,0.503351294
0,0.692667258,0.311165009,0.122234277,0.081528624
0,0.305313027,0.045742096,0.156691796,0.391124186
0,0.160117509,0.407035175,0.714350519,0.688951929
0,0.386137672,0.391825986,0.257767252,0.322047896
0,0.326448983,0.9003074,0.071341077,0.175861153
1,0.173237227,0.745356736,0.415613925,0.773331539
1,0.478779684,0.407791852,0.695761891,0.808378973
0,0.673617361,0.137563782,0.547196291,0.320375075
1,0.576126341,0.319832347,0.549152463,0.852040986
1,0.809073897,0.746347773,0.240466394,0.405426488
0,0.21633586,0.482671928,0.625982345,0.536801919
1,0.536208979,0.449042193,0.309356865,0.856512603
0,0.091681836,0.214991541,0.793415002,0.198988735
1,0.327046105,0.636958046,0.699473932,0.693731863
0,0.10005659,0.924122429,0.735747946,0.046563544
1,0.510645964,0.04689483,0.946774181,0.685533464
1,0.238436096,0.239942829,0.710716934,0.920651188
0,0.03302911,0.901293761,0.095268885,0.269913348
0,0.332669506,0.091102326,0.383108041,0.673519497
0,0.051828704,0.025782756,0.451699976,0.787125363
1,0.333327298,0.726772333,0.588575767,0.594818861
0,0.387196534,0.215255396,0.964547706,0.224004917
0,0.007144684,0.682135841,0.067288884,0.316225396
1,0.753773567,0.910218672,0.922432872,0.915138505
1,0.31262798,0.879157691,0.920964732,0.222388728
0,0.934403936,0.742179253,0.098899697,0.116111324
0,0.195766635,0.965747548,0.309553882,0.517201458
0,0.888712136,0.130339717,0.213165359,0.437550903
0,0.755514758,0.069828982,0.005651794,0.627598091
0,0.719783348,0.437849565,0.102899835,0.233649975
0,0.39831186,0.08605976,0.589057126,0.217529973
1,0.950392536,0.833706478,0.868675859,0.693822772
1,0.983426105,0.51516627,0.309132583,0.853829093
1,0.34304017,0.769863436,0.939059467,0.535596611
0,0.221944278,0.348919963,0.651331675,0.254423031
0,0.582227614,0.853913183,0.016792776,0.431549178
0,0.102212403,0.545245312,0.210134482,0.473723625
0,0.134460936,0.101609877,0.752969441,0.882087041
1,0.58718104,0.378050908,0.626472902,0.612922711
1,0.559949877,0.472404552,0.452625994,0.720832156
1,0.216908179,0.598679882,0.704188746,0.599209256
0,0.514631235,0.051206601,0.425610588,0.367693383
1,0.455828734,0.607369152,0.901545963,0.598144432
1,0.173019156,0.804689422,0.889097658,0.690495105
1,0.184310349,0.702904457,0.697484862,0.660384955
0,0.276923869,0.155860493,0.168050531,0.18698258
0,0.726101936,0.500051231,0.117854235,0.235156018
1,0.829761019,0.664017514,0.821795018,0.475531466
1,0.689567348,0.818221879,0.413710683,0.227728387
0,0.724820376,0.371738665,0.119164652,0.121611153
1,0.930552419,0.718600958,0.703286146,0.441868667
0,0.092590529,0.149158524,0.102934159,0.727231296
0,0.242750556,0.779278167,0.332429173,0.101377313
0,0.456735711,0.468757571,0.395495867,0.618563824
0,0.858912695,0.014612542,0.531708002,0.186034513
0,0.720574319,0.621903743,0.156311823,0.297411543
0,0.078819728,0.377016404,0.053359316,0.370715617
0,0.018679642,0.815223285,0.460553984,0.413935999
1,0.646064829,0.972176696,0.361329877,0.577942502
1,0.476448961,0.876643009,0.361996353,0.68358832
0,0.115699913,0.302720718,0.2530489,0.67062703
1,0.816992772,0.377713058,0.887449876,0.864012192
1,0.919927133,0.755635667,0.734834167,0.146596818
0,0.227128536,0.354012987,0.214618971,0.469406247
1,0.591460467,0.859491615,0.565541405,0.758563803
1,0.665508925,0.813291069,0.263941603,0.915123481
0,0.152695852,0.102021102,0.664821106,0.844145486
1,0.075148959,0.802344094,0.690085165,0.863193056
1,0.878120643,0.760639413,0.306926966,0.713389759
0,0.312191697,0.390503373,0.546286009,0.38256466
1,0.302706494,0.736204973,0.768431968,0.968539845
1,0.141104201,0.724201715,0.605286107,0.759431648
1,0.308144574,0.728209909,0.469461651,0.621015619
1,0.797152937,0.563964192,0.806511543,0.492365723
1,0.808890177,0.411912391,0.405938106,0.63853138
1,0.716345621,0.069347858,0.917411112,0.893277593
0,0.072414873,0.590031673,0.088157381,0.811781209
1,0.200976582,0.204935145,0.916132497,0.920309045
1,0.571404881,0.878233859,0.511745719,0.844048426
1,0.474817693,0.401463277,0.949870425,0.834600576
1,0.10310708,0.791027701,0.604656057,0.871167542
1,0.828858343,0.710841912,0.695491475,0.328889884
0,0.753922765,0.146375719,0.035262077,0.238827498
0,0.84041168,0.549073645,0.343149139,0.053175827
1,0.182306357,0.724242135,0.658487107,0.898789489
0,0.816267324,0.04796268,0.430684881,0.646832387
0,0.211672344,0.920165121,0.517577216,0.31311485
1,0.532228733,0.1938813,0.795045912,0.950822612
0,0.448558099,0.493874081,0.378042528,0.310118939
1,0.859444414,0.731913726,0.526760768,0.065569396
0,0.394670753,0.345821649,0.084386546,0.410257663
0,0.666504998,0.248848719,0.210160073,0.843732073
1,0.813851761,0.632736726,0.605262378,0.904995384
1,0.299648651,0.806204254,0.646056719,0.289709481
1,0.642698085,0.36504428,0.564557301,0.542892025
1,0.78910629,0.993844005,0.961103744,0.094811585
1,0.236017342,0.80695378,0.998031593,0.133117054
1,0.232156409,0.642829249,0.85409839,0.998478814
0,0.454583308,0.110229796,0.867149448,0.131215961
1,0.838393627,0.540808456,0.705226477,0.649114532
0,0.425764948,0.957306725,0.027346765,0.543870414
1,0.571343095,0.301086089,0.742171862,0.900155174
0,0.579874055,0.252541752,0.124934477,0.312140367
1,0.552135904,0.643617941,0.865504897,0.56090605
0,0.233383089,0.182673633,0.441666844,0.298043634
0,0.057917384,0.653326381,0.396460605,0.239532692
0,0.201467063,0.119504069,0.89093035,0.697011254
0,0.647988316,0.813283636,0.267818326,0.16172599
1,0.554263185,0.75869141,0.600689044,0.498670766
1,0.935455279,0.420416066,0.595900289,0.188296521
1,0.367101552,0.69897484,0.986681895,0.521524629
1,0.994118199,0.436321539,0.63141182,0.717801949
0,0.651112647,0.02514675,0.75622243,0.024959249
1,0.578358058,0.971553852,0.548341259,0.935274736
0,0.379883579,0.028012449,0.195021986,0.077722572
0,0.379584193,0.781257049,0.04159355,0.15398033
0,0.122806565,0.693331887,0.073636608,0.686392863
0,0.106317189,0.422114147,0.378866023,0.549355737
0,0.562614045,0.382309572,0.018907038,0.079311918
0,0.153954961,0.119769107,0.387258055,0.064586707
0,0.221340254,0.837326914,0.393225949,0.380699934
1,0.712056745,0.706287964,0.962513855,0.887237391
1,0.089106409,0.960890627,0.761940706,0.736519456
0,0.015888383,0.487591,0.723015938,0.292792332
0,0.072107224,0.8761398,0.463992111,0.531800526
1,0.280186688,0.677655346,0.335065121,0.805419537
1,0.548337142,0.224904628,0.872733893,0.743283016
0,0.098225835,0.427493221,0.382255393,0.587288774
0,0.254590004,0.709919667,0.007309514,0.343719287
1,0.546625396,0.667119099,0.561906943,0.899188904
0,0.259439992,0.421648813,0.884597953,0.280600129
0,0.867635825,0.57216941,0.171974588,0.322390923
1,0.695449392,0.593186914,0.472874749,0.679045396
0,0.334780057,0.224170896,0.248850877,0.520794326
1,0.6433826,0.77131137,0.089509399,0.793754191
0,0.013154575,0.610231555,0.540291156,0.033997679
1,0.169572841,0.890998835,0.961762488,0.097266793
1,0.667590102,0.967748389,0.813243874,0.523551722
0,0.002133167,0.021994248,0.561316893,0.928073906
0,0.265487932,0.046995437,0.523487466,0.228300955
0,0.505056449,0.871997685,0.421326211,0.003361732
0,0.632524887,0.479836498,0.26533841,0.380116845
0,0.390306703,0.614094219,0.019021873,0.155150283
1,0.941143223,0.115479564,0.364636669,0.638555441
0,0.508945173,0.474421371,0.153523488,0.295461434
1,0.461538083,0.898496634,0.350314854,0.393486898
0,0.417302758,0.77857242,0.186667612,0.614061454
0,0.038575134,0.250827639,0.867809813,0.48143497
0,0.814887768,0.072638178,0.084684208,0.746996105
1,0.904790807,0.472162914,0.565740301,0.245142038
0,0.02669524,0.771082849,0.866279912,0.233385265
0,0.414125864,0.321316718,0.094739367,0.900853408
1,0.877287391,0.769805079,0.60683119,0.316452943
0,0.049115571,0.077658675,0.758889001,0.788703811
0,0.052835149,0.493479235,0.130286035,0.302788068
1,0.450095526,0.858357853,0.33625767,0.445919771
0,0.289521467,0.51299351,0.263888581,0.128745791
0,0.359372902,0.237092583,0.049871438,0.34502932
0,0.782314292,0.080716426,0.093068527,0.965625263
1,0.708425573,0.016447049,0.627749012,0.716945316
0,0.541907179,0.552656692,0.498819902,0.015695282
1,0.336351877,0.973477899,0.235191421,0.519493399
0,0.253195129,0.790483417,0.077312017,0.652686884
0,0.333176214,0.216575352,0.099304854,0.820323936
1,0.289678399,0.717816668,0.706323969,0.564786683
0,0.111786539,0.271598391,0.380579151,0.497347876
0,0.860999301,0.474586236,0.392833287,0.245691366
0,0.194997163,0.584507081,0.542438013,0.107184095
0,0.440934144,0.543778186,0.52179155,0.243676273
0,0.116656973,0.787690142,0.621229462,0.30657623
0,0.065380654,0.302135828,0.892538083,0.115504313
1,0.716806656,0.345574354,0.457863137,0.784025854
0,0.506674584,0.54421122,0.14628859,0.070465693
0,0.363673892,0.506667168,0.116893948,0.244057229
0,0.888484758,0.457438224,0.052018758,0.302411521
1,0.130396645,0.688333449,0.857004268,0.68014055
0,0.086895981,0.606083722,0.647452873,0.407659591
1,0.62637222,0.229192862,0.735626567,0.960858338
1,0.218983766,0.576739954,0.599370429,0.733130211
0,0.387915806,0.015915424,0.274782942,0.77596418
0,0.404349767,0.214327299,0.442987021,0.87486834
0,0.271613816,0.987633735,0.012786388,0.147190841
1,0.36962214,0.349176417,0.856620701,0.889278322
1,0.861230193,0.421441533,0.453309191,0.284599819
0,0.837626774,0.673032122,0.153320769,0.092890727
0,0.211093775,0.315222868,0.156802617,0.112012109
1,0.977506695,0.391516478,0.074785261,0.677952275
0,0.02177011,0.431300405,0.622510591,0.259610798
1,0.720650832,0.647554142,0.707263055,0.033505249
1,0.796087431,0.041357728,0.855976011,0.441059318
1,0.704937389,0.503038545,0.693853138,0.19529463
1,0.313029754,0.910534242,0.688494272,0.678143676
1,0.623818088,0.468272332,0.633338952,0.375583028
1,0.877308412,0.426832969,0.160779118,0.74471624
1,0.117512645,0.959702817,0.547495087,0.624316346
0,0.487739734,0.190594298,0.2568021,0.526817611
0,0.437876841,0.556724575,0.109239228,0.205748167
1,0.658758587,0.54598556,0.60150196,0.341327189
1,0.738499608,0.223845238,0.262542833,0.815822605
0,0.67265787,0.643697404,0.019346026,0.075729608
0,0.559276718,0.845671223,0.377224094,0.133574155
0,0.367955215,0.906399652,0.227543168,0.168149236
1,0.381663688,0.482866012,0.865904554,0.944936766
0,0.30272165,0.162541399,0.677429497,0.236393547
0,0.454121105,0.440328307,0.346143091,0.634750223
1,0.747418991,0.341266025,0.902263033,0.257460976
1,0.808618282,0.706234441,0.004492561,0.759641914
1,0.786192256,0.661841446,0.403767838,0.513666449
1,0.773184628,0.359079729,0.950635916,0.13214799
0,0.789802586,0.28048579,0.583581729,0.182779545
1,0.618397664,0.613589028,0.73930145,0.9364744
0,0.062209807,0.89388693,0.497845034,0.386460084
0,0.414726883,0.227277193,0.288488419,0.04814913
0,0.638427547,0.687393767,0.009347099,0.187428319
0,0.105877893,0.07197659,0.065787951,0.742379776
1,0.921648812,0.609882572,0.444796302,0.25018656
1,0.496259718,0.445100217,0.481785375,0.720654906
0,0.019016675,0.214142775,0.04324491,0.848259223
1,0.652087577,0.849391046,0.802192983,0.14237249
0,0.298977434,0.527223557,0.371609684,0.659047973
0,0.086870323,0.655609878,0.047347088,0.85578228
0,0.654363752,0.661250776,0.013821878,0.432770524
1,0.984311349,0.795769577,0.840417509,0.860466984
1,0.848781754,0.171989456,0.460949007,0.573969533
1,0.926940193,0.595339993,0.982252152,0.061174869
1,0.619281432,0.645493085,0.35276401,0.778019657
0,0.046459161,0.133829822,0.359312794,0.918822559
0,0.340468885,0.024539822,0.645091787,0.781171539
0,0.469349826,0.348402023,0.364238619,0.816063326
1,0.880017484,0.782411511,0.169121013,0.466056481
0,0.244661338,0.231018001,0.410174155,0.007275378
0,0.016693025,0.718299995,0.170668783,0.241597216
0,0.345543791,0.004437617,0.497751419,0.521973551
0,0.099656645,0.780952843,0.307770021,0.3296048
1,0.371787501,0.718270252,0.386417796,0.557186995
0,0.923194328,0.108178914,0.189136886,0.174007078
0,0.170587178,0.412700505,0.341566884,0.274430765
1,0.255960188,0.66027484,0.71828219,0.656405457
1,0.659173145,0.663626872,0.451695001,0.316435282
1,0.481873346,0.250430048,0.767647685,0.818495814
0,0.571572719,0.386149302,0.089686323,0.496863039
0,0.150274109,0.15965922,0.924071992,0.230794388
1,0.064085202,0.977383247,0.823783363,0.445686301
1,0.819570319,0.424521126,0.561969104,0.794744362
0,0.27872513,0.631006692,0.367450171,0.442811368
1,0.845535821,0.961986308,0.111202347,0.881150168
0,0.658675726,0.016309681,0.265778861,0.878330206
0,0.384570054,0.345159621,0.212110514,0.11864427
1,0.433331703,0.456213794,0.77397166,0.823993034
0,0.064222338,0.17337336,0.628345515,0.306305097
1,0.891598586,0.331662329,0.940572888,0.773180396
0,0.484251915,0.201088914,0.239505389,0.590363883
0,0.453447199,0.164334674,0.007026448,0.972899684
1,0.453590734,0.770377057,0.424548108,0.96775138
0,0.177220436,0.971245328,0.024403428,0.775813737
0,0.220371331,0.986781333,0.436133911,0.256740866
1,0.902564199,0.95566831,0.097723742,0.521563992
1,0.958963482,0.173395586,0.599023924,0.994399128
0,0.130088306,0.056628447,0.613996155,0.684064625
0,0.569242881,0.04162708,0.406091158,0.177113817
0,0.723183904,0.829174659,0.000464662,0.050545905
1,0.842169295,0.243059462,0.936468264,0.195705427
1,0.746154934,0.939404641,0.903625174,0.144538653
0,0.719254227,0.149605817,0.17329404,0.096248273
1,0.578897595,0.55764559,0.810388275,0.881354205
0,0.653628292,0.166483451,0.30644644,0.246658399
0,0.349108984,0.669382903,0.196729994,0.220996478
1,0.668959101,0.632989996,0.530837161,0.517405092
1,0.569627182,0.674318216,0.615336698,0.877952998
0,0.886765341,0.185746479,0.160769373,0.140792794
1,0.799128009,0.259783185,0.704514403,0.418088215
1,0.554643327,0.29227105,0.526636116,0.930193369
